name,description,stars,forks,language,keywords,platform,package_manager_url,homepage,repository_url,status,rank
dlflow,,0,0,,,Pypi,https://pypi.org/project/dlflow/,https://github.com/didi/dlflow_github_private,https://github.com/didi/dlflow_github_private,,6
tensormodel,Deep learning application collection.,0,0,Python,"machine-learning, image, text, data-science, deep-learning, model",Pypi,https://pypi.org/project/tensormodel/,https://github.com/Hourout/tensormodel,https://github.com/Hourout/tensormodel,,6
train-unet,To use U-net architecture and train models for medical imaging at ease.,0,1,Jupyter Notebook,"ai, cnn, deep-learning, image-segmentation, keras-tensorflow, medical-imaging, semantic-segmentation, u-net",Pypi,https://pypi.org/project/train-unet/,https://github.com/iamlmn/train-unet,https://github.com/iamlmn/train-unet,,6
wf-smcmodel-localize,Define a sequential Monte Carlo (SMC) model to estimate positions of objects from sensor data,0,0,Python,"Bayes, SMC, localization",Pypi,https://pypi.org/project/wf-smcmodel-localize/,https://github.com/WildflowerSchools/wf-smcmodel-localize,https://github.com/WildflowerSchools/wf-smcmodel-localize,,6
wf-smcmodel,Provide estimation and simulation capabilities for sequential Monte Carlo (SMC) models,0,0,Python,"Bayes, SMC",Pypi,https://pypi.org/project/wf-smcmodel/,https://github.com/WildflowerSchools/wf-smcmodel,https://github.com/WildflowerSchools/wf-smcmodel,,6
qary,A chatbot that assists rather than manipulates.,0,0,,,Pypi,https://pypi.org/project/qary/,https://gitlab.com/tangibleai/qary,https://gitlab.com/tangibleai/qary,,6
citygan,Procedurally generated cities using generative adversarial networks,3,1,Python,"gan, city, procedural, generation",Pypi,https://pypi.org/project/citygan/,https://github.com/ProjectCity-Group/gan-cities,https://github.com/ProjectCity-Group/gan-cities,,6
prinpy,A package for fitting principal curves in Python,2,0,Jupyter Notebook,,Pypi,https://pypi.org/project/prinpy/,https://github.com/artusoma/prinPy,https://github.com/artusoma/prinPy,,6
nasa-pymms,Access data from the MMS mission via its API.,1,9,Python,"physics, space-physics, MMS",Pypi,https://pypi.org/project/nasa-pymms/,https://github.com/argallmr/pymms,https://github.com/argallmr/pymms,,6
inferrd,inferrd.com,0,0,,"Inferrd, Hosting, TensorFlow, Deploy",Pypi,https://pypi.org/project/inferrd/,https://inferrd.com,,,6
keras-notify,A small notification package providing keras events on Telegram or Slack,0,0,Python,"api, python, keras, training, callback, tensorflow, notifications, deep, learning, nlp",Pypi,https://pypi.org/project/keras-notify/,https://github.com/forkbabu/keras-notify,https://github.com/forkbabu/keras-notify,,6
tf-train,Additional package for Tensorflow,1,0,Python,,Pypi,https://pypi.org/project/tf-train/,https://github.com/TheDim0n/TensorflowTraining,https://github.com/TheDim0n/TensorflowTraining,,6
bavard-nlu,A library and CLI for NLP tasks,0,0,,,Pypi,https://pypi.org/project/bavard-nlu/,https://github.com/bavard-ai/bavard-nlu,https://github.com/bavard-ai/bavard-nlu,,6
metagentools,Set of tools used for metagenomics research project,0,0,Jupyter Notebook,"nbdev, jupyter, notebook, python",Pypi,https://pypi.org/project/metagentools/,https://github.com/vtecftwy/metagentools,https://github.com/vtecftwy/metagentools,,6
siVAE,scalable and interpretable Variational Autoencoder,2,0,Python,,Pypi,https://pypi.org/project/siVAE/,https://github.com/quon-titative-biology/siVAE,https://github.com/quon-titative-biology/siVAE,,6
tf-pde,Deep learning library for solving partial differential equations,0,0,Python,,Pypi,https://pypi.org/project/tf-pde/,https://github.com/gitvicky/tf-pde,https://github.com/gitvicky/tf-pde,,6
pysoundtool,A research-based framework for exploring sound as well as machine learning in the context of sound.,5,1,Jupyter Notebook,"acoustics, audio-files-conversion, augmentation, deep-learning, feature-extraction, filtering, keras-tensorflow, noise-reduction, research, scene-classification, snr, soundpy, speech, speech-enhancement, speech-recognition, visualization, wiener-filter",Pypi,https://pypi.org/project/pysoundtool/,https://github.com/a-n-rose/Python-Sound-Tool,https://github.com/a-n-rose/Python-Sound-Tool,,6
czmodel,A conversion tool for TensorFlow or ONNX ANNs to CZANN,0,0,,,Pypi,https://pypi.org/project/czmodel/,,,,6
ocr4all-pixel-classifier-frontend,,0,0,,"OCR, page, segmentation, pixel, classifier",Pypi,https://pypi.org/project/ocr4all-pixel-classifier-frontend/,https://gitlab2.informatik.uni-wuerzburg.de/ocr4all-page-segmentation/ocr4all-pixel-classifier-frontend,,,6
pysisy,Graphical UI and training shorthand for neural nets hyper parameters & architecture search with genetic algorithms,3,0,Python,"keras, genetic, algorithm, neural, network, deep, learning",Pypi,https://pypi.org/project/pysisy/,https://github.com/qorrect/sisy,https://github.com/qorrect/sisy,,6
axion-tensorflow,axion for TensorFlow >=2.2.,0,0,,,Pypi,https://pypi.org/project/axion-tensorflow/,https://github.com/aixin-chip/axion-tensorflow-models,https://github.com/aixin-chip/axion-tensorflow-models,,6
monopolion-evaluator,Neural net to predict winning probability in Monopoly,0,0,Python,"monopoly, ai, machine, learning, neural, network, deep",Pypi,https://pypi.org/project/monopolion-evaluator/,https://github.com/miermans/monopolion-evaluator,https://github.com/miermans/monopolion-evaluator,,6
tfbert,NLP tool,0,0,,"pip, tensorflow",Pypi,https://pypi.org/project/tfbert/,https://github.com/deepdialog/tfbert,https://github.com/deepdialog/tfbert,,6
hclctpm,HCLCTPM: Heterogeneous Sequential Casual Learning System.,0,2,Jupyter Notebook,,Pypi,https://pypi.org/project/hclctpm/,https://github.com/willzyz/hclctpm,https://github.com/willzyz/hclctpm,,6
ultrayolo,tensorflow 2 implemetation of yolo 3 with backbone extensions,3,0,Jupyter Notebook,ultrayolo,Pypi,https://pypi.org/project/ultrayolo/,https://github.com/fabiofumarola/ultrayolo,https://github.com/fabiofumarola/ultrayolo,,6
eslearn,This project is designed for machine learning in resting-state fMRI field,0,0,,,Pypi,https://pypi.org/project/eslearn/,https://github.com/easylearn-fmri/,,,6
soundpy,A research-based framework for exploring sound as well as machine learning in the context of sound.,5,1,Jupyter Notebook,"acoustics, audio-files-conversion, augmentation, deep-learning, feature-extraction, filtering, keras-tensorflow, noise-reduction, research, scene-classification, snr, soundpy, speech, speech-enhancement, speech-recognition, visualization, wiener-filter",Pypi,https://pypi.org/project/soundpy/,https://github.com/a-n-rose/Python-Sound-Tool,https://github.com/a-n-rose/Python-Sound-Tool,,6
ctc-chroma,CTC-based chroma feature exractors,0,0,Jupyter Notebook,"audio, music, sound",Pypi,https://pypi.org/project/ctc-chroma/,https://github.com/fzalkow/ctc_chroma,https://github.com/fzalkow/ctc_chroma,,6
keras-spiking,Spiking neuron integration for Keras,0,0,,,Pypi,https://pypi.org/project/keras-spiking/,https://www.nengo.ai/keras-spiking,,,6
tfnlp,An easy-to-use wrapper NLP library for the TensorFlow Models library.,0,0,Python,"nlp, bert, tensorflow, deep, learning",Pypi,https://pypi.org/project/tfnlp/,https://github.com/dzlab/tfnlp,https://github.com/dzlab/tfnlp,,6
armcor,ArmCor is a Python library for detecting and correcting OCR errors for Armenian texts.,0,0,Python,"machine-learning, nlp, ocr",Pypi,https://pypi.org/project/armcor/,https://github.com/DotCom99/ArmCor,https://github.com/DotCom99/ArmCor,,6
dnntime,"An end-to-end, modular deep learning package time-series predictive modeling.",2,0,Jupyter Notebook,,Pypi,https://pypi.org/project/dnntime/,https://github.com/Kevin-Chen0/deep-time-series.git,https://github.com/Kevin-Chen0/deep-time-series,,6
deepnlp-cerelab,Natural language processing package based on modern deep learning methods,1,0,Python,deepnlp,Pypi,https://pypi.org/project/deepnlp-cerelab/,https://github.com/hieupth/deepnlp,https://github.com/hieupth/deepnlp,,6
transformers-keras-dataloader,"Transformers Keras Dataloader provides an EmbeddingDataLoader class, a subclass of keras.utils.Sequence which enables real-time embedding generation from pretrained transformer models while feeding it to your Keras model via batches.",0,0,Python,"transformers, embedding, dataloader, generator, huggingface, attention",Pypi,https://pypi.org/project/transformers-keras-dataloader/,https://github.com/pratikdk/transformers_keras_dataloader,https://github.com/pratikdk/transformers_keras_dataloader,,6
mongo-tfrecords,mongo-tfrecords - Library that exports mongodb data to tensorflow files (tf-record),0,0,Python,"export, tensorflow, mongodb, python3",Pypi,https://pypi.org/project/mongo-tfrecords/,https://github.com/felixfire/mongo-tfrecords,https://github.com/felixfire/mongo-tfrecords,,6
lsHotword,An Deep Learning Based Hotword Detectors For Python Programmers,0,0,,"hotword, detectors, for, windows, 10, linux, and, mac, using, deep, learning",Pypi,https://pypi.org/project/lsHotword/,,,,6
open-graphics,Open Graphics Toolkit,0,0,,,Pypi,https://pypi.org/project/open-graphics/,https://github.com/CachCheng/OpenGraphics,https://github.com/CachCheng/OpenGraphics,,6
betsi-ml,Behaviour Extraction for Time-Series Investigation,0,0,,"machine, learning, time, series, feature, extraction",Pypi,https://pypi.org/project/betsi-ml/,https://gitlab.com/deepchaos/betsi,https://gitlab.com/deepchaos/betsi,,6
tensorflow-onmttok-ops,OpenNMT Tokenizer as TensorFlow Operations,1,0,Python,"tensorflow, opennmt, tokenizer, custom-op",Pypi,https://pypi.org/project/tensorflow-onmttok-ops/,https://github.com/eohana/tensorflow-onmttok-ops,https://github.com/eohana/tensorflow-onmttok-ops,,6
cvae,CompressionVAE: General purpose dimensionality reduction and manifold learning tool based on Variational Autoencoder.,2,0,Python,"vae, variational, autoencoder, manifold, dimensionality, reduction, compression, tensorflow",Pypi,https://pypi.org/project/cvae/,https://github.com/maxfrenzel/CompressionVAE,https://github.com/maxfrenzel/CompressionVAE,,6
zero-play,Teach a computer to play any game,8,1,Python,"boardgames, alphazero, machine, learning, mcts, board-game-framework, board-games, machine-learning",Pypi,https://pypi.org/project/zero-play/,https://donkirkby.github.io/zero-play/,https://github.com/donkirkby/zero-play,,6
keyword-synonym-extractor-by-koo,"This is an Extractor for keywords and synonyms with corpus which are composed of korean, english and special-characters.",0,0,,"keyword_extractor, synonym_extractor, nlp, korean&english, korean&english&chracter",Pypi,https://pypi.org/project/keyword-synonym-extractor-by-koo/,https://github.com/HyeyeonKoo/extractor,https://github.com/HyeyeonKoo/extractor,,5
papyrus-ai,High-level grammar interface for ML,0,0,,,Pypi,https://pypi.org/project/papyrus-ai/,https://github.com/Palashio/papyrus,https://github.com/Palashio/papyrus,,5
mroi-fd," Face detection wrapper using hybrid margin-based region of interest (MROI) approach.""",0,0,,,Pypi,https://pypi.org/project/mroi-fd/,https://gitlab.com/ailabuser/bacha-hybrid-mroi-face-detection,https://gitlab.com/ailabuser/bacha-hybrid-mroi-face-detection,,5
mathreader,"An API that recognizes handwritten mathematical expressions through the use of a Convolutional Neural Network, to facilitate the input ofmathematical notation in computational devices.",1,0,Python,,Pypi,https://pypi.org/project/mathreader/,https://github.com/carolreis/mathreader,https://github.com/carolreis/mathreader,,5
mrainet,MR acquisition-invariant network.,1,0,Python,"machine-learning, medical-imaging, mri, neural-networks",Pypi,https://pypi.org/project/mrainet/,https://github.com/wmkouw/mrai-net,https://github.com/wmkouw/mrai-net,,5
mlsquare,Machine Learning for Machine Learning,0,0,,,Pypi,https://pypi.org/project/mlsquare/,https://mlsquare.org,,,5
modelbrick,ML model brick,0,0,,,Pypi,https://pypi.org/project/modelbrick/,https://git.owdev.net/Jimmy/modelbrick.git,,,5
tfra-nightly,TensorFlow Recommenders Addons.,0,0,,"tensorflow, recommenders, addons, machine, learning",Pypi,https://pypi.org/project/tfra-nightly/,,,,5
FlyBrainLab,Main Client of the FlyBrainLab Project,0,0,,,Pypi,https://pypi.org/project/FlyBrainLab/,https://flybrainlab.fruitflybrain.org,,,5
iva-applications,,0,0,,,Pypi,https://pypi.org/project/iva-applications/,,,,5
ganpdfs,GANs for PDF replicas,0,0,Python,"gans, hep-ph, high-energy-physics, keras, machine-learning, python, tensorflow",Pypi,https://pypi.org/project/ganpdfs/,https://github.com/N3PDF/ganpdfs,https://github.com/N3PDF/ganpdfs,,5
lightelligence-model-visualization,An easy and interactive graph visualization tool for ML models!!!,0,0,,,Pypi,https://pypi.org/project/lightelligence-model-visualization/,,,,5
model-performance-investigator,Package give idea of a models performance based on given data,0,0,,,Pypi,https://pypi.org/project/model-performance-investigator/,https://github.com/srikandan/model-evaluation,https://github.com/srikandan/model-evaluation,,5
rt-pie,Real Rime PItch Estimator,0,0,Python,,Pypi,https://pypi.org/project/rt-pie/,https://github.com/wolfisberg/rt-pie,https://github.com/wolfisberg/rt-pie,,5
Accuinsight,Model life cycle and monitoring library in Accuinsight+,0,0,,,Pypi,https://pypi.org/project/Accuinsight/,,,,5
tensorflowutil,Collection of some useful tensorflow util functions.,0,0,,,Pypi,https://pypi.org/project/tensorflowutil/,https://github.com/accssharma/tensorflowutil,https://github.com/accssharma/tensorflowutil,,5
neuralnet-visualize,Generate a neural network architecture Image,0,0,,"Deep, Visualizer, Neural, Network, Visualize, Graphviz, Python",Pypi,https://pypi.org/project/neuralnet-visualize/,https://github.com/AnuragAnalog/nn_visualize,https://github.com/AnuragAnalog/nn_visualize,,5
cat-dog-classifier,It classify the cat or dog images,0,0,,,Pypi,https://pypi.org/project/cat-dog-classifier/,,,,5
gradient-centralization-tf,Implement Gradient Centralization in TensorFlow,0,0,,,Pypi,https://pypi.org/project/gradient-centralization-tf/,https://github.com/Rishit-dagli/Gradient-Centralization-TensorFlow,https://github.com/Rishit-dagli/Gradient-Centralization-TensorFlow,,5
open-faces,Open Faces Toolkit,0,0,,,Pypi,https://pypi.org/project/open-faces/,https://github.com/CachCheng/OpenFaces,https://github.com/CachCheng/OpenFaces,,5
tfrec,A recommender library built on top of Tensorflow and     Keras with implementations of SVD and SVD++ algorithms.,0,0,,,Pypi,https://pypi.org/project/tfrec/,https://github.com/Praful932/tf-rec,https://github.com/Praful932/tf-rec,,5
tily,Tumor-infiltrating lymphocytes prediction based on Whole Slide Imaging.,0,0,,,Pypi,https://pypi.org/project/tily/,https://github.com/kandabarau/tily,https://github.com/kandabarau/tily,,5
sknlp,,0,0,,,Pypi,https://pypi.org/project/sknlp/,,,,5
coolstuff,ML-analysis,0,0,,"cool, stuff",Pypi,https://pypi.org/project/coolstuff/,,,,5
pipeline-optuna,model pipeline with optuna,0,0,,,Pypi,https://pypi.org/project/pipeline-optuna/,https://doc.com,,,5
spylind,Simple definition and fast solution of quantum systems described by a Lindblad master equation.,0,0,Python,,Pypi,https://pypi.org/project/spylind/,https://github.com/morgatron/spylind,https://github.com/morgatron/spylind,,5
benlib,Utilities for BigEarthNet,0,0,,BigEarthNet,Pypi,https://pypi.org/project/benlib/,http://bigearth.net/,,,5
graphenv,Reinforcement learning on directed graphs,0,0,,,Pypi,https://pypi.org/project/graphenv/,,,,5
model-creator-bird-sing,Autoencoder singing,0,0,,,Pypi,https://pypi.org/project/model-creator-bird-sing/,https://github.com/sonicpierre/Music_VAE_Generation,https://github.com/sonicpierre/Music_VAE_Generation,,5
waseda-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,0,0,,"tensorflow, tfx",Pypi,https://pypi.org/project/waseda-tfx/,https://www.tensorflow.org/tfx,,,5
cell-tracking-bc,Base Classes for Cell Tracking in Microscopy,0,0,,"cell, tracking, microscopy, classes",Pypi,https://pypi.org/project/cell-tracking-bc/,https://gitlab.inria.fr/edebreuv/cell-tracking-bc,https://gitlab.inria.fr/edebreuv/cell-tracking-bc,,5
imagededup,Package for image deduplication,0,0,,,Pypi,https://pypi.org/project/imagededup/,,,,5
legal-doc-processing,Theolex document processing,0,0,,"theolex, document, processing, package",Pypi,https://pypi.org/project/legal-doc-processing/,http://theolex-document-processing,,,5
adversarial-friend,Group Project for CS 5523,0,0,,,Pypi,https://pypi.org/project/adversarial-friend/,https://github.umn.edu/LI002252/CS_5523_Final_Project.git,,,5
wyljpn-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,0,0,,"tensorflow, tfx",Pypi,https://pypi.org/project/wyljpn-tfx/,https://www.tensorflow.org/tfx,,,5
cycai-cnext,improve your AI work follow,0,0,,,Pypi,https://pypi.org/project/cycai-cnext/,https://cyc-ai.com/,,,5
evoflow,Genetic algorithms for humans,0,0,,,Pypi,https://pypi.org/project/evoflow/,https://github.com/google/evoflow,https://github.com/google/evoflow,,5
youdied,"Captures screen and detect ""you died""",0,0,,,Pypi,https://pypi.org/project/youdied/,https://github.com/fauskanger/elden-ring-you-died/tree/main/youdied,https://github.com/fauskanger/elden-ring-you-died,,5
wyl-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,0,0,,"tensorflow, tfx",Pypi,https://pypi.org/project/wyl-tfx/,https://www.tensorflow.org/tfx,,,5
jax-nca,"Neural Cellular Automata (https://distill.pub/2020/growing-ca/ -- Mordvintsev, et al., ""Growing Neural Cellular Automata"", Distill, 2020) implemented in JAX",0,0,,,Pypi,https://pypi.org/project/jax-nca/,https://github.com/shyamsn97/jax-nca,https://github.com/shyamsn97/jax-nca,,5
notekeras,notekeras,0,0,,,Pypi,https://pypi.org/project/notekeras/,https://github.com/1007530194,,,5
scpy4reactome,python service for single cell analysis in Reactome,0,0,,,Pypi,https://pypi.org/project/scpy4reactome/,https://github.com/reactome-fi/fi_sc_analysis,https://github.com/reactome-fi/fi_sc_analysis,,5
yulong-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,0,0,,"tensorflow, tfx",Pypi,https://pypi.org/project/yulong-tfx/,https://www.tensorflow.org/tfx,,,5
hipo-map,Histopathological image analysis using Grad-CAM representation map,0,0,,,Pypi,https://pypi.org/project/hipo-map/,https://github.com/datax-lab/HipoMap,https://github.com/datax-lab/HipoMap,,5
weightwatcher,Diagnostic Tool for Deep Neural Networks,0,0,,"Deep, Learning, Keras, Tensorflow, pytorch, DNN, Neural, Networks",Pypi,https://pypi.org/project/weightwatcher/,https://calculationconsulting.com/,,,5
sundial-framework,The Sundial timeseries model data framework.,0,0,,,Pypi,https://pypi.org/project/sundial-framework/,,,,5
headliner,Easy training and deployment of seq2seq models.,0,0,,,Pypi,https://pypi.org/project/headliner/,,,,5
keras-cortex,Keras Implementations of Goal-driven models of (parts of) cortex,0,0,,,Pypi,https://pypi.org/project/keras-cortex/,https://github.com/weidler/keras-cortex,https://github.com/weidler/keras-cortex,,5
mammut-py,Mammut framework is an open library for computational linguistics.,0,0,,"NLP, NLU, Machine, Learning, ipython, jupyter, widgets, brat, annotation",Pypi,https://pypi.org/project/mammut-py/,https://doc.mammut.io,,,5
TauBD,TBD: Tau Be Damned.,1,1,Python,,Pypi,https://pypi.org/project/TauBD/,https://github.com/Intrinsically-Disordered/TBD,https://github.com/Intrinsically-Disordered/TBD,,5
DDPG-TF,DDPG implimentaion in Tensorflow-2.0,2,0,Python,"Deep, Determnistic, policy, gradient, Actor, Critic, Reinforcement, Learning, DDPG",Pypi,https://pypi.org/project/DDPG-TF/,https://github.com/Dekki-Aero/DDPG,https://github.com/Dekki-Aero/DDPG,,5
syncvtools,CV Tools related to Object Detection,0,0,,,Pypi,https://pypi.org/project/syncvtools/,https://github.com/apatsekin/cv-tools,https://github.com/apatsekin/cv-tools,,5
daltons-tensorflow,Daltons Tensorflow bindings,0,0,,,Pypi,https://pypi.org/project/daltons-tensorflow/,,,,5
quple,A framework for quantum machine learning in high energy physics,0,0,,,Pypi,https://pypi.org/project/quple/,https://gitlab.cern.ch/clcheng/quple,,,5
aidkit-client,aidkit for your CI/CD and j-notebooks.,0,0,,,Pypi,https://pypi.org/project/aidkit-client/,,,,5
gensim-plural,Python framework for fast Vector Space Modelling,0,0,,"Singular, Value, Decomposition, SVD, Latent, Semantic, Indexing, LSA, LSI, Dirichlet, Allocation, LDA, Hierarchical, Process, HDP, Random, Projections, TFIDF, word2vec",Pypi,https://pypi.org/project/gensim-plural/,http://radimrehurek.com/gensim,,,5
subaligner,"Automatically synchronize and translate subtitles with pretrained deep neural networks, forced alignments and transformers.",0,0,,,Pypi,https://pypi.org/project/subaligner/,https://subaligner.readthedocs.io/en/latest/,,,5
colorizexl,Colorize and recolorize large images,0,0,,,Pypi,https://pypi.org/project/colorizexl/,https://github.com/nfreundlich/colorizexl,https://github.com/nfreundlich/colorizexl,,5
bvpTune,Library for fine tuning the numerical settings of boundary value problem solvers,0,0,,,Pypi,https://pypi.org/project/bvpTune/,https://bvpTune.readthedocs.io/,,,5
face-classify,This repository is used for face classification.,0,0,,,Pypi,https://pypi.org/project/face-classify/,https://github.com/jordi-zaragoza,,,5
techsig,Technical charts with signals,0,0,,,Pypi,https://pypi.org/project/techsig/,,,,5
rbm,Rodent Brain Masking Tool with Keras 2D Unet,0,0,,"rodent, brain, masking",Pypi,https://pypi.org/project/rbm/,,,,5
aistnet,AistNET is a framework for simplifying the creation and training of neural networks,0,0,,,Pypi,https://pypi.org/project/aistnet/,https://github.com/FHOOEAIST/aistnet,https://github.com/FHOOEAIST/aistnet,,5
genreml,Data extraction and processing for genre prediction using ML,0,0,Jupyter Notebook,,Pypi,https://pypi.org/project/genreml/,https://github.com/adaros92/CS467-Project,https://github.com/adaros92/CS467-Project,,5
deepkingnet,A command line tool to classify nucleotide sequences as prokaryotic or eukaryotic.,0,0,Python,,Pypi,https://pypi.org/project/deepkingnet/,https://github.com/bhattlab/DeepKingNet,https://github.com/bhattlab/DeepKingNet,,5
coach-ml,Python client for coach,0,0,Python,"computer-vision, image-classification, image-recognition, ml, python, tensorflow",Pypi,https://pypi.org/project/coach-ml/,https://github.com/coach-ml/coach-python,https://github.com/coach-ml/coach-python,,5
odcommonapp,Object detection common framework application,0,0,,,Pypi,https://pypi.org/project/odcommonapp/,https://github.com/thangarajdeivasikamani/odcommonapp,https://github.com/thangarajdeivasikamani/odcommonapp,,5
tesseract5obj,board_tesseract,0,0,,"SOME, MEANINGFULL, KEYWORDS",Pypi,https://pypi.org/project/tesseract5obj/,https://github.com/user/reponame,https://github.com/user/reponame,,5
ocr4all-pixel-classifier,,0,0,,"OCR, page, segmentation, pixel, classifier",Pypi,https://pypi.org/project/ocr4all-pixel-classifier/,https://gitlab2.informatik.uni-wuerzburg.de/chw71yx/page-segmentation.git,,,5
BEATluzgool,This is an example project,0,0,,treatment-effect,Pypi,https://pypi.org/project/BEATluzgool/,,,,5
lc-classifier,ALeRCE light curve classifier,0,0,,,Pypi,https://pypi.org/project/lc-classifier/,,,,5
model-creator-bird-sing-v2,Autoencoder singing,0,0,,,Pypi,https://pypi.org/project/model-creator-bird-sing-v2/,https://github.com/sonicpierre/Music_VAE_Generation,https://github.com/sonicpierre/Music_VAE_Generation,,5
tflibs,Libraries for easy bootstrapping TensorFlow project,0,0,Python,"tensorflow, libraries",Pypi,https://pypi.org/project/tflibs/,https://github.com/shygiants/tflibs,https://github.com/shygiants/tflibs,,5
pymedphys,Medical Physics library,239,57,Python,"dicom, medical-physics, radiation-oncology, radiation-physics, radiation-therapy, radiotherapy",Pypi,https://pypi.org/project/pymedphys/,https://pymedphys.com,https://github.com/pymedphys/pymedphys,,5
eleanor-mamu,Source Extraction for TESS Full Frame Images,0,0,,,Pypi,https://pypi.org/project/eleanor-mamu/,http://github.com/afeinstein20/eleanor,https://github.com/afeinstein20/eleanor,,5
naivenlp,"NLP toolkit, including tokenization, sequence tagging, etc.",0,0,Python,,Pypi,https://pypi.org/project/naivenlp/,https://github.com/luozhouyang/naivenlp,https://github.com/luozhouyang/naivenlp,,5
compbiolab-CLI,CLI tool to compare and search protein families,0,0,,,Pypi,https://pypi.org/project/compbiolab-CLI/,https://github.com/cfogel/CLI/,https://github.com/cfogel/CLI,,5
BEAT-Guang,This is an example project,0,0,,treatment-effect,Pypi,https://pypi.org/project/BEAT-Guang/,,,,5
QPrism,A data quality assessment package,0,0,,"QPrism, audio, quality, assessment, sensor, video",Pypi,https://pypi.org/project/QPrism/,,,,5
madcat,# MadCat,0,0,Python,,Pypi,https://pypi.org/project/madcat/,https://github.com/amito-ds/chester,https://github.com/amito-ds/chester,,5
tensorflow-recommenders-addons,TensorFlow Recommenders Addons.,0,0,,"tensorflow, recommenders, addons, machine, learning",Pypi,https://pypi.org/project/tensorflow-recommenders-addons/,,,,5
rosa-robot,Rosa robot Python API,1,1,Python,,Pypi,https://pypi.org/project/rosa-robot/,https://github.com/pollen-robotics/rosa,https://github.com/pollen-robotics/rosa,,5
cdst,Calvin's Data Science Toolbox,1,0,Jupyter Notebook,"deep, learning, hyperparameter",Pypi,https://pypi.org/project/cdst/,https://github.com/Bayer-Group/cdst,https://github.com/Bayer-Group/cdst,,5
tabtransformertf,Tab Transformer - TensorFlow,0,0,,"artificial, intelligence, transformers, attention, mechanism, tabular, data",Pypi,https://pypi.org/project/tabtransformertf/,,,,5
synthesized,Synthesized SDK,0,0,,"synthetic, generative, data",Pypi,https://pypi.org/project/synthesized/,,,,5
salure-tfx-extensions,"TFX components, helper functions and pipeline definition, developed by Salure",0,0,,,Pypi,https://pypi.org/project/salure-tfx-extensions/,,,,5
cen,Contextual Explanation Networks.,2,0,Python,"deep, learning, machine, explainability, interpretability, tensorflow, keras, python, deep-learning, machine-learning",Pypi,https://pypi.org/project/cen/,https://github.com/alshedivat/cen,https://github.com/alshedivat/cen,,5
dnarecords,Genomics data ML ready,0,0,,"DNA, Deep, Learning",Pypi,https://pypi.org/project/dnarecords/,,,,5
flytekitplugins-onnxtensorflow,ONNX TensorFlow Plugin for Flytekit,0,0,,,Pypi,https://pypi.org/project/flytekitplugins-onnxtensorflow/,,,,5
tensorflow-deploy-utils,Utils for managing and communication with TensorFlow Deploy,0,0,,"tensorflow, ai, ml, machine, learning, production, serving, kubernetes, deploy, tf, tfd, tfs",Pypi,https://pypi.org/project/tensorflow-deploy-utils/,https://github.com/grupawp/tensorflow-deploy-utils,https://github.com/grupawp/tensorflow-deploy-utils,,5
Model-Visual,A deep learning model visualization suite based on Mermaid,0,0,,,Pypi,https://pypi.org/project/Model-Visual/,,,,5
veidt,Veidt is a deep learning library for materials science.,0,0,,"materials, science, deep, learning",Pypi,https://pypi.org/project/veidt/,http://www.materialsvirtuallab.org,,,5
waymo-open-dataset-2-0-0,Waymo Open Dataset libraries.,0,0,,"autonomous, driving, dataset, machine, learning",Pypi,https://pypi.org/project/waymo-open-dataset-2-0-0/,https://waymo.com/open,,,5
Mask-anonymization-framework,Anonymization of clinical texts,0,0,,,Pypi,https://pypi.org/project/Mask-anonymization-framework/,https://github.com/nikolamilosevic86/mask,https://github.com/nikolamilosevic86/mask,,5
pydatasci,End-to-end machine learning on your desktop or server.,0,0,,,Pypi,https://pypi.org/project/pydatasci/,https://github.com/pydatasci-repo,,,5
smic,"Image Classification library built on top of Keras. Identifies the best set of hyperparameters and trains a classification model accordingly, hence, smart.",0,0,,"image-classification, deep-learning, keras",Pypi,https://pypi.org/project/smic/,https://github.com/anuragmishracse/smart_image_classifier,https://github.com/anuragmishracse/smart_image_classifier,,5
maskrcnnkeras,Mask R-CNN,1,0,Python,"maskrcnnkeras, core2pkgs, facesdet, filem, kinect2pvv, objdet, packages, python, trml",Pypi,https://pypi.org/project/maskrcnnkeras/,https://github.com/DmitryRyumin/pkgs/tree/master/maskrcnnkeras,https://github.com/DmitryRyumin/pkgs,,5
fast-form,Automatically process scanned forms,3,1,Jupyter Notebook,"form, questionnaire, omr",Pypi,https://pypi.org/project/fast-form/,https://github.com/kubantjan/fast-form,https://github.com/kubantjan/fast-form,,5
idsw,"Industrial Data Science Workflow: full workflow for ETL, statistics, and Machine learning modelling of (usually) time-stamped industrial facilities data.",0,0,,,Pypi,https://pypi.org/project/idsw/,,,,5
stylish,Style transfer using deep neural network.,0,0,Python,"tensorflow, style, transfer, CNN, deep-learning",Pypi,https://pypi.org/project/stylish/,http://github.com/buddly27/stylish,https://github.com/buddly27/stylish,,5
